N	TP_NS_P	COD_OBL	HSIZE	TYPE_DOM	H_WORK	AGE_HEAD	SEX_HEAD	CASHINC	TOTALINC	TOTALRES	CONSUM	CASHEXP	TOTALEXP	HOUSE	OWNHOUSE	STOTAL	SLIV	ROOMS	TIMEHOUS	HEATING	HEATIND	RUNWATER	SEVERAGE	HOTWATER	GASKOL	GASCENTR	GASBAL	ELEKTRPL	BATH	HTELEPH	L_EDUC
1159	1	14	1	2	1	68	2	1300	1433	1433	4088	4089	4222	3	1	50	41	4	3	2	1	1	2	2	2	2	2	2	2	2	4
1160	1	14	3	1	1	42	2	4480	4480	4480	7581	7581	7581	1	1	49	39	2	4	2	1	1	2	2	2	1	2	2	2	1	1
1161	1	14	1	2	1	83	2	1036	1195	1195	2797	2797	2956	1	1	48	36	2	1	2	1	1	1	2	2	1	2	2	2	2	9
1162	1	14	1	2	1	76	1	1254	1404	1404	2321	2321	2471	1	1	48	37	2	1	2	1	1	1	2	2	1	2	2	2	2	7
1163	1	14	1	2	1	70	1	1714	1803	1803	3036	3036	3124	3	1	36	24	1	1	2	1	2	2	2	2	2	2	2	2	2	9
1164	1	14	3	1	1	47	2	3645	3661	3661	9657	9657	9673	1	2	45	37	2	5	2	1	1	1	2	2	1	2	2	1	2	6
1165	1	14	1	2	1	86	2	1314	1752	1752	2903	2904	3342	3	1	63	52	4	2	2	1	1	1	2	2	1	2	2	2	2	7
1166	1	14	1	2	1	64	1	1302	1433	1433	3026	3078	3209	3	1	31	20	2	1	2	1	1	2	2	2	2	1	2	2	2	9
1167	1	14	2	2	1	69	1	4402	4602	4602	6407	6569	6770	3	1	56	47	3	2	2	1	1	1	2	2	1	2	2	2	2	4
1168	1	14	3	2	3	45	2	4673	4673	4673	3658	3658	3973	1	2	52	42	3	1	1	2	1	1	2	1	1	2	2	1	2	6
1169	1	14	2	2	2	70	1	9293	9775	10775	11239	12196	13977	1	1	57	43	3	1	1	2	1	1	2	1	1	2	2	1	1	1
1170	1	14	3	1	2	26	2	5920	6840	7140	5912	6098	7019	1	1	36	17	2	1	2	1	1	1	2	2	2	2	2	1	2	5
1171	1	14	5	1	3	73	1	11227	13186	13876	17653	18214	20213	1	1	61	36	3	7	1	2	1	1	1	2	1	2	2	1	1	7
1172	1	14	2	2	2	22	2	6254	6442	6442	9079	9669	9857	1	1	36	18	1	6	1	2	1	1	1	2	1	2	2	1	1	5
1173	1	14	4	1	2	36	2	5994	7234	7304	6217	6317	7557	1	1	52	28	2	5	1	2	1	1	1	2	1	2	2	1	1	1
1174	1	14	4	1	1	25	2	15610	15718	16718	14639	15039	15147	1	1	116	55	3	2	1	2	1	1	2	1	1	2	2	1	1	5
1175	1	14	2	1	1	46	2	3630	3799	3899	5057	5272	5491	2	1	18	10	1	2	1	2	1	1	2	1	1	2	2	1	2	1
1176	1	14	4	1	2	43	1	6834	7433	7433	9190	9200	9798	1	1	72	61	3	5	1	2	1	1	1	2	1	2	2	1	1	4
1177	1	14	4	1	3	61	2	4617	4617	4617	8745	8745	8745	1	1	44	29	2	5	1	2	1	1	1	2	1	2	2	1	1	4
1178	1	14	2	2	1	64	1	2842	3810	3810	2454	2454	3471	1	1	71	50	3	5	1	2	1	1	1	2	1	2	2	1	1	8
1179	1	14	3	1	2	39	1	5230	5276	5276	9901	9921	9967	1	1	47	32	2	5	1	2	1	1	1	2	1	2	2	1	2	6
1180	1	14	3	1	1	23	2	3553	3553	3703	6543	6545	6545	1	1	67	40	3	5	1	2	1	1	1	2	1	2	2	1	2	4
1181	1	14	4	1	2	38	1	4787	4936	4936	8281	8284	8433	1	2	68	46	3	5	1	2	1	1	1	2	1	2	2	1	2	5
1182	1	14	4	2	3	47	1	10577	11085	11085	15463	15464	16471	1	1	101	78	4	5	1	2	1	1	1	2	1	2	2	1	2	1
1183	1	14	2	2	1	42	2	2663	2663	2863	6740	6930	7130	1	1	97	76	4	5	1	2	1	1	1	2	1	2	2	1	1	5
1184	1	14	4	2	2	50	1	4216	4494	5994	3795	3795	5572	1	1	100	78	4	5	1	2	1	1	1	2	1	2	2	1	2	8
1185	1	14	4	1	1	51	1	5652	5652	5652	7055	7060	7060	1	2	72	47	3	5	1	2	1	1	1	2	1	2	2	1	2	6
1186	1	14	3	2	1	49	1	5459	5740	5840	9616	9816	10197	1	2	71	48	3	5	1	2	1	1	1	2	1	2	2	1	2	1
1187	1	14	3	1	2	36	1	3189	3361	4361	1945	1945	3117	1	2	69	57	3	5	1	2	1	1	1	2	1	2	2	1	1	4
1188	1	14	4	1	3	48	1	9919	10089	10439	14873	14973	15294	1	2	72	42	3	5	1	2	1	1	1	2	1	2	2	1	1	1
1189	1	14	4	1	1	41	2	6035	6577	6827	9570	9613	10354	1	2	74	42	3	5	1	2	1	1	1	2	1	2	2	1	2	6
1190	1	14	1	2	1	77	2	1315	1607	1607	4776	4782	5075	3	1	28	18	2	2	2	1	1	1	2	2	1	2	2	2	2	7
1191	1	14	4	1	3	42	1	9919	9944	9944	7356	7537	7562	3	1	48	32	3	3	2	1	1	2	2	2	2	2	2	2	2	4
1192	1	14	2	1	1	38	2	1764	1615	1615	4536	5159	5010	3	1	43	31	4	2	2	1	1	2	2	2	2	1	2	2	2	4
1193	1	14	4	1	3	46	2	5864	5864	5864	8145	8145	8145	1	1	56	48	3	1	2	1	1	1	2	2	2	2	2	2	2	1
1194	1	14	4	2	2	90	2	7970	8756	8756	7233	7233	8019	3	1	54	32	3	2	2	1	2	2	2	2	2	2	2	2	2	10
1195	1	14	2	2	2	47	2	4972	5320	5320	8393	8779	9127	3	1	56	38	4	2	2	1	2	2	2	2	1	2	2	2	1	5
1196	1	14	1	2	1	68	1	1349	1349	1349	3428	3428	3428	1	2	29	21	2	1	2	1	2	2	2	2	2	2	2	2	2	8
1197	1	14	2	2	1	51	1	9668	11084	11084	9618	10109	11525	3	1	72	66	4	1	2	1	1	2	2	2	2	1	2	2	2	8
1198	1	14	4	1	1	37	2	3425	3640	3640	2840	2840	3055	3	1	56	38	3	3	2	1	1	2	2	2	2	2	2	2	2	6
1199	1	14	1	2	1	58	2	803	803	803	2830	2830	2830	1	2	39	30	3	1	2	1	1	2	2	2	2	2	2	2	2	5
1200	1	14	5	1	2	64	1	5601	6427	6427	5326	5326	6152	1	2	67	48	3	2	2	1	1	1	2	2	2	2	2	1	2	5
1201	1	14	1	2	1	73	2	1090	1406	1406	1776	1776	2092	1	2	42	30	2	2	1	2	1	1	2	2	2	2	2	1	2	8
1202	1	14	2	2	1	66	1	2236	2258	2258	1385	1385	1407	1	2	46	29	2	2	2	1	1	1	2	2	2	2	2	2	2	4
1203	1	14	2	2	2	27	1	5412	5412	5412	5039	5039	5039	1	4	50	32	2	2	1	2	1	1	2	1	1	2	2	1	2	5
1204	1	14	4	1	2	78	1	6704	6855	6855	7757	7757	7908	1	2	48	32	2	2	1	2	1	1	2	2	2	2	2	1	2	5
1205	1	14	2	2	2	36	1	4171	4257	4257	4328	4491	4578	1	2	54	34	2	2	2	1	1	1	2	2	2	2	2	2	2	4
1206	1	14	1	2	1	42	2	1896	1912	1912	2651	2651	2667	1	1	65	48	3	2	2	1	2	2	2	2	2	2	2	2	2	5
1207	1	14	2	2	2	63	1	3474	3474	3474	2280	2280	2280	1	2	43	29	2	5	1	2	1	1	1	2	1	2	2	1	2	5
1208	1	14	4	1	2	42	1	6603	7375	7375	4433	4478	5250	1	2	62	45	3	5	1	2	1	1	1	2	1	2	2	1	2	5
1209	1	14	3	1	1	34	1	5204	5204	5204	5628	5628	5628	1	1	66	49	3	2	2	1	2	2	2	2	2	2	2	2	2	5
1210	1	14	2	2	2	64	2	5124	5129	5129	3714	3764	3769	1	1	55	32	2	3	1	2	1	1	2	1	1	2	2	1	2	4
1211	1	14	1	2	1	65	2	3182	3814	4034	5720	5890	6592	1	1	42	25	2	4	1	2	1	1	1	2	1	2	2	1	1	5
1212	1	14	2	2	1	69	1	4742	4742	4742	6062	6112	6112	1	1	40	26	2	4	1	2	1	1	1	2	1	2	2	1	1	5
1213	1	14	2	2	1	57	2	6311	7405	7405	8406	8671	9765	1	2	51	30	2	4	1	2	1	1	1	2	1	2	2	1	2	5
1214	1	14	2	2	1	72	1	3598	4764	4764	5896	5896	7061	1	1	50	28	2	4	1	2	1	1	1	2	1	2	2	1	1	1
1215	1	14	3	2	3	52	1	6270	6867	6867	3588	3588	4185	1	1	65	40	3	4	1	2	1	1	1	2	1	2	2	1	1	1
1216	1	14	2	2	2	24	1	6445	6728	6928	9190	9233	9516	1	4	29	16	1	4	1	2	1	1	2	1	1	2	2	1	2	1
1217	1	14	3	1	2	28	1	8465	8637	9749	8147	8747	9384	1	2	62	41	3	3	1	2	1	1	2	1	1	2	2	1	1	4
1218	1	14	2	1	1	33	2	7205	7553	7553	10383	10422	10770	1	1	66	40	3	4	1	2	1	1	1	2	1	2	2	1	2	5
1219	1	14	3	1	2	55	1	9713	9897	10397	10572	11052	11237	1	1	63	39	3	4	1	2	1	1	1	2	1	2	2	1	1	1
1220	1	14	2	2	1	60	1	4213	4512	4512	4583	4736	5035	3	1	78	57	3	4	2	1	1	2	2	2	2	2	2	2	2	4
1221	1	14	2	2	1	66	2	1898	1855	1855	4320	4585	4541	3	1	88	62	4	4	2	1	2	2	2	2	2	2	2	2	2	8
1222	1	14	2	2	2	51	1	5306	6870	6870	5228	6041	7605	3	1	55	39	3	3	2	1	2	2	2	2	2	2	2	2	2	1
1223	1	14	3	2	3	58	1	7663	7754	7754	4157	4217	4308	3	1	49	34	2	1	2	1	2	2	2	2	2	2	2	2	2	4
1224	1	14	2	2	1	77	1	3196	3562	3562	4040	4040	4405	3	1	70	52	4	1	2	1	2	2	2	2	2	2	2	2	2	7
1225	1	14	1	2	1	71	2	1076	1342	1342	1911	1911	2176	3	1	62	34	2	1	2	1	2	2	2	2	2	2	2	2	1	4
1226	1	14	4	1	1	33	1	3890	4533	4533	4441	4545	5188	3	1	72	54	3	3	2	1	1	2	2	2	2	2	2	2	2	4
1227	1	14	3	1	1	47	2	2090	2843	2843	1939	1979	2732	3	1	52	36	2	5	2	1	1	2	2	2	2	2	2	2	2	4
1228	1	14	1	2	1	74	2	1685	1838	1838	1545	1545	1698	3	1	78	40	3	1	2	1	2	2	2	2	2	2	2	2	2	1
1229	1	14	1	2	1	71	2	1823	2417	2417	2110	2110	2703	1	1	50	30	2	2	1	2	1	1	2	1	1	2	2	1	1	1
1230	1	14	3	2	2	59	1	12947	13539	13795	14356	14705	15554	1	1	68	50	3	2	1	2	1	1	2	1	1	2	2	1	1	5
1231	1	14	1	2	1	75	2	1238	1787	1787	1193	1193	1742	1	1	31	18	1	3	1	2	1	1	1	2	1	2	2	1	1	7
1232	1	14	1	2	1	61	2	3878	3878	3928	3327	3377	3527	1	2	57	42	3	3	1	2	1	1	2	1	1	2	2	1	1	7
1233	1	14	1	2	1	63	2	2640	2640	2640	3028	3028	3028	1	1	40	26	2	3	1	2	1	1	1	2	1	2	2	1	2	7
1234	1	14	2	2	2	54	2	18125	18215	23397	17216	21831	23603	1	1	51	40	3	3	1	2	1	1	1	2	1	2	2	1	1	5
1235	1	14	4	1	2	50	2	3575	3809	3859	3274	3359	3642	3	1	70	43	3	1	2	1	1	2	2	2	1	2	2	2	2	4
1236	1	14	2	2	1	56	1	2567	2567	2567	2332	2347	2347	3	1	40	29	2	2	2	1	1	2	2	2	2	2	2	2	2	4
1237	1	14	4	2	3	51	1	17079	18592	19142	23893	24575	26589	3	1	45	28	3	2	2	1	1	2	2	2	2	2	2	2	2	6
1238	1	14	1	2	1	65	2	891	1342	1342	1228	1228	1704	3	1	49	35	2	1	2	1	1	2	2	2	2	2	2	2	2	4
1239	1	14	2	2	1	41	1	1921	2385	2435	2399	2414	2928	3	1	49	35	3	3	2	1	1	2	2	2	2	2	2	2	2	5
1240	1	14	2	1	1	49	2	508	950	968	793	801	1261	3	1	30	18	2	1	2	1	1	2	2	2	2	2	2	2	2	5
1241	1	14	2	2	1	71	1	3750	4101	4101	4468	4468	4819	3	1	75	39	4	2	2	1	1	2	2	2	1	2	2	2	2	6
1242	1	14	3	1	1	34	1	11114	11844	11844	9472	9522	10252	1	1	33	18	1	4	1	2	1	1	1	2	1	2	2	1	2	1
1243	1	14	3	2	2	70	2	8279	8604	8604	13961	14061	14386	1	1	56	37	3	4	1	2	1	1	1	2	1	2	2	1	2	7
1244	1	14	1	2	1	54	2	3041	3128	3128	5477	5497	5584	1	1	56	37	3	4	1	2	1	1	1	2	1	2	2	1	1	5
1245	1	14	2	2	1	58	1	2891	3555	3555	8875	8875	9539	1	1	47	31	2	4	1	2	1	1	1	2	1	2	2	1	2	6
1246	1	14	3	2	2	59	2	6643	6643	6643	9175	9229	9229	1	1	56	37	3	4	1	2	1	1	1	2	1	2	2	1	1	6
1247	1	14	3	2	2	56	2	8661	8661	8661	14932	14932	14932	1	1	47	31	2	4	1	2	1	1	1	2	1	2	2	1	2	6
1248	1	14	1	2	1	52	2	4538	4568	4888	9311	9341	9931	1	1	44	28	2	4	1	2	1	1	1	2	1	2	2	1	1	1
1249	1	14	2	2	1	54	2	3340	4026	4026	4556	4576	5262	1	1	45	27	2	4	1	2	1	1	1	2	1	2	2	1	1	5
1250	1	14	4	1	2	53	2	12710	12990	16040	14666	14823	19654	1	1	45	27	2	4	1	2	1	1	1	2	1	2	2	1	2	4
1251	1	14	3	1	2	33	1	10636	11299	13699	11187	11627	12590	1	1	57	37	3	4	1	2	1	1	1	2	1	2	2	1	1	5
1252	1	14	4	2	3	52	1	13109	14201	14201	12409	12481	13573	1	1	62	40	3	4	1	2	1	1	1	2	1	2	2	1	1	1
1253	1	14	2	2	2	54	2	5706	7658	7658	8908	9390	11342	1	1	52	46	3	4	1	2	1	1	1	2	1	2	2	1	1	1
1254	1	14	2	2	2	51	1	8844	9503	9518	7976	8343	9717	1	1	32	18	1	4	1	2	1	1	1	2	1	2	2	1	2	5
1255	1	14	1	2	1	66	2	1407	1889	1989	2338	2568	3149	1	1	45	30	2	4	1	2	1	1	1	2	1	2	2	1	1	8
1256	1	14	3	2	3	60	2	10290	11117	11117	8463	8843	9670	1	2	60	43	3	4	1	2	1	1	1	2	1	2	2	1	1	5
1257	1	14	1	2	1	65	2	2595	4119	4169	4014	4034	5558	1	1	45	27	2	4	1	2	1	1	1	2	1	2	2	1	1	5
1258	1	14	1	2	1	76	2	1731	2013	2013	2615	2615	2898	1	1	32	18	1	4	1	2	1	1	1	2	1	2	2	1	2	1
1259	1	14	5	2	1	54	1	9782	10626	10656	8760	8760	9634	1	1	48	36	2	4	1	2	1	1	1	2	1	2	2	1	1	5
1260	1	14	5	1	1	44	2	4871	7783	7783	9679	9766	12678	3	1	58	50	4	3	2	1	1	1	2	1	1	2	2	1	1	5
1261	1	14	4	1	2	32	2	4771	4847	4847	6766	6766	6842	3	1	55	40	6	3	2	1	1	1	2	1	1	2	2	1	2	5
1262	1	14	3	2	2	61	1	7010	7243	7243	4533	4533	4767	3	1	60	42	3	3	2	1	1	1	2	1	1	2	2	1	2	8
1263	1	14	5	1	2	45	2	5805	5906	5906	8415	8475	8576	3	1	50	35	3	3	2	1	1	1	2	1	1	2	2	1	2	5
1264	1	14	2	2	1	64	1	5615	6267	6267	6387	6387	7039	3	1	90	75	6	3	2	1	1	1	2	1	1	2	2	1	1	1
1265	1	14	1	2	1	64	1	1700	2487	2487	3696	4013	4800	3	1	73	48	4	3	2	1	1	1	2	1	1	2	2	1	1	1
1266	1	14	1	2	1	81	2	1066	1497	1497	2731	2732	3163	3	1	89	56	3	3	2	1	1	1	2	1	1	2	2	1	2	9
1267	1	14	1	2	1	74	2	1425	1709	1709	2494	2494	2779	4	1	36	28	2	3	2	1	1	1	2	2	1	2	2	2	2	8
1268	1	14	2	2	1	75	2	3703	4147	4147	5800	5825	6269	1	1	41	36	3	3	1	2	1	1	2	1	1	2	2	1	1	6
1269	1	14	3	2	2	75	2	14142	16220	16220	21510	21864	23942	1	2	45	30	2	3	1	2	1	1	2	1	1	2	2	1	2	7
1270	1	14	3	1	2	39	2	6814	6814	6814	6763	6793	6793	1	1	40	31	2	3	1	2	1	1	2	1	1	2	2	1	2	4
1271	1	14	1	2	1	65	2	2864	2945	2945	3108	3108	3189	1	2	44	28	2	3	1	2	1	1	2	1	1	2	2	1	2	7
1272	1	14	2	2	1	75	1	3434	4749	4749	4998	5078	6394	1	1	41	31	2	3	1	2	1	1	2	1	1	2	2	1	1	7
1273	1	14	4	1	2	60	2	8178	8178	8178	4089	4089	4089	1	2	42	29	2	3	1	2	1	1	2	1	1	2	2	1	2	6
1274	1	14	2	2	1	62	2	3115	3599	3599	4132	4132	4615	1	1	57	43	3	3	1	2	1	1	2	1	1	2	2	1	2	6
1275	1	14	1	2	1	81	2	1344	1730	1730	2914	2914	3300	1	2	44	29	2	3	1	2	1	1	2	1	1	2	2	1	2	7
1276	1	14	1	2	1	82	2	1398	1707	1707	2507	2507	2816	1	1	45	31	2	3	1	2	1	1	2	1	1	2	2	1	2	5
1277	1	14	1	2	1	66	2	1460	1509	1509	3012	3032	3081	1	2	42	32	2	3	1	2	1	1	2	1	1	2	2	1	1	7
1278	1	14	2	2	1	67	1	2829	3913	3913	3737	3737	4821	1	1	50	28	2	4	1	2	1	1	1	2	1	2	2	1	1	6
1279	1	14	3	1	2	28	2	11033	12433	12433	12819	12819	14219	1	1	69	48	3	5	1	2	1	1	1	2	1	2	2	1	1	1
1280	1	14	1	2	1	64	2	1925	3078	3078	5388	5388	6541	1	2	50	28	2	4	1	2	1	1	1	2	1	2	2	1	1	6
1281	1	14	2	2	1	61	2	4194	4330	4330	10942	10942	11078	1	1	50	28	2	4	1	2	1	1	1	2	1	2	2	1	1	1
1282	1	14	4	2	2	52	1	9026	9026	9026	11060	11080	11080	1	1	56	37	3	4	1	2	1	1	1	2	1	2	2	1	1	1
1283	1	14	3	2	2	53	2	7157	7276	7276	5137	5161	5280	1	1	62	48	3	4	1	2	1	1	1	2	1	2	2	1	1	6
1284	1	14	2	2	1	59	2	5919	6009	6009	10642	10660	10751	1	1	56	37	3	4	1	2	1	1	1	2	1	2	2	1	1	6
1285	1	14	2	2	1	57	2	4137	4137	4137	3419	3419	3419	1	1	62	48	3	4	1	2	1	1	1	2	1	2	2	1	1	6
1286	1	14	3	1	2	26	1	13430	13970	15170	14244	14244	15384	1	1	50	28	2	4	1	2	1	1	1	2	1	2	2	1	1	5
1287	1	14	4	2	3	49	2	11674	12460	12460	10574	10762	11548	1	1	62	48	3	4	1	2	1	1	1	2	1	2	2	1	1	4
1288	1	14	3	1	2	47	2	13345	13345	13345	20321	20481	20481	1	2	62	48	3	4	1	2	1	1	1	2	1	2	2	1	1	1
1289	1	14	3	1	1	36	1	8678	8741	8791	8499	8579	8641	1	1	42	24	2	4	1	2	1	1	1	2	1	2	2	1	2	5
1290	1	14	4	2	2	23	2	13882	13912	14122	16610	17320	17510	1	1	53	42	4	4	1	2	1	1	2	1	1	2	2	1	1	2
1291	1	14	1	2	1	68	2	1083	1577	1816	1871	1871	2465	1	1	35	18	1	4	1	2	1	1	2	1	1	2	2	1	2	4
1292	1	14	2	2	1	74	1	5035	5954	8954	8438	11730	12650	3	1	55	27	3	2	2	1	1	2	2	1	1	2	2	2	2	5
1293	1	14	5	1	2	56	1	10038	10781	10781	10513	10598	11341	3	1	71	45	4	2	2	1	1	1	2	1	1	2	2	1	2	5
1294	1	14	2	2	2	27	1	10118	11680	11680	7843	8358	9921	1	1	55	36	3	4	1	2	1	1	1	2	1	2	2	1	1	1
1295	1	14	1	2	1	61	2	2198	2198	2228	2804	2859	2869	1	2	36	26	2	4	1	2	1	1	2	1	1	2	2	1	2	1
1296	1	14	2	2	1	66	2	2139	3106	3116	3021	3021	3998	1	1	32	23	2	3	1	2	1	1	2	1	1	2	2	1	2	5
1297	1	14	3	2	3	52	2	8713	7628	7628	24420	25661	24575	3	1	49	33	3	4	2	1	1	1	2	2	2	2	2	1	2	6
1298	1	14	7	1	2	39	2	10611	10910	11880	13304	13326	14595	3	1	120	78	4	5	2	1	1	1	2	2	2	1	2	1	2	4
1299	1	14	3	2	1	63	1	3986	4824	4824	1875	2012	2849	3	1	75	55	5	3	2	1	1	1	2	2	2	2	2	1	2	6
1300	1	14	4	2	3	55	2	6475	6775	6775	4830	4990	5290	3	1	78	48	4	2	2	1	1	1	2	2	2	2	2	1	2	6
1301	1	14	3	2	1	50	2	4462	5709	5709	7236	7520	8767	3	1	60	49	3	1	2	1	1	1	2	2	2	2	2	2	2	6
1302	1	14	3	2	1	51	1	2753	3370	3370	4793	4793	5410	3	1	80	60	5	4	2	1	1	1	2	2	2	2	2	1	2	6
1303	1	14	2	2	1	50	1	2682	2794	2794	4475	4595	5207	3	1	60	40	3	4	2	1	1	1	2	2	2	1	2	1	2	4
1304	1	14	4	1	2	31	2	5152	5266	5266	9562	9562	9677	3	1	60	43	4	4	2	1	1	1	2	2	2	1	2	2	2	4
1305	1	14	2	1	1	40	2	3618	4688	4688	4394	4489	5859	3	1	70	51	4	4	2	1	1	1	2	2	2	2	2	1	2	4
1306	1	14	1	2	1	67	2	1507	1719	1719	1764	1794	2005	3	1	50	33	2	3	2	1	1	1	2	2	2	2	2	2	2	6
1307	1	14	2	2	1	69	1	3283	3492	3492	6295	6465	6674	3	1	54	23	2	5	2	1	1	1	2	2	2	2	2	1	2	7
1308	1	14	3	1	2	34	1	9325	11897	11897	14776	14826	17398	3	1	52	41	3	2	2	1	1	1	2	2	2	2	2	2	2	4
1309	1	14	1	2	1	52	2	5780	5801	5801	21951	22677	22698	3	1	70	58	4	3	2	1	1	1	2	2	2	2	2	1	2	5
1310	1	14	1	2	1	85	2	1201	1528	1528	1702	1702	2029	1	1	31	18	1	3	1	2	1	1	2	1	1	2	2	1	2	7
1311	1	14	3	2	2	44	1	5206	5206	5206	9374	9374	9374	1	1	59	42	3	3	1	2	1	1	2	1	1	2	2	1	1	6
1312	1	14	3	1	2	42	1	10460	12193	12493	9816	11417	13150	1	2	43	28	2	3	1	2	1	1	2	1	1	2	2	1	1	1
1313	1	14	2	2	1	52	1	3174	3270	3350	3430	3430	3606	1	2	44	28	2	3	1	2	1	1	2	1	1	2	2	1	2	6
1314	1	14	2	2	2	66	1	4836	4836	4836	3450	3450	3450	1	2	47	31	2	3	1	2	1	1	2	1	1	2	2	1	2	8
1315	1	14	1	2	1	33	2	4271	4911	5091	4041	4041	4781	1	1	44	31	2	3	1	2	1	1	2	1	1	2	2	1	2	1
1316	1	14	1	2	1	66	2	1300	1300	1300	2461	2461	2461	1	1	65	48	3	7	1	2	1	1	1	2	1	2	2	1	2	8
1317	1	14	4	1	2	35	2	11730	12154	12454	19904	20294	20718	1	1	62	40	3	7	1	2	1	1	1	2	1	2	2	1	2	5
1318	1	14	3	1	2	42	1	6662	6804	7804	12454	12544	13687	1	1	62	40	3	7	1	2	1	1	1	2	1	2	2	1	2	5
1319	1	14	4	1	1	48	2	3557	3575	3815	7842	8124	8313	1	1	68	37	3	6	1	2	1	1	1	2	1	2	2	1	2	1
1320	1	14	4	1	2	50	2	5251	5318	5368	9701	9751	10068	1	1	68	37	3	6	1	2	1	1	1	2	1	2	2	1	2	1
1321	1	14	4	1	2	37	2	7135	7144	7444	10018	10236	10546	1	2	49	36	2	7	1	2	1	1	1	2	1	2	2	1	1	1
1322	1	14	2	1	1	39	2	2134	2134	2134	6191	6191	6191	1	2	63	48	3	6	1	2	1	1	1	2	1	2	2	1	1	4
1323	1	14	5	1	2	65	2	5679	5816	5816	11675	11810	12223	1	2	61	48	3	6	1	2	1	1	1	2	1	2	2	1	2	4
1324	1	14	4	1	1	30	2	6162	6162	6162	9542	9562	9562	1	1	48	29	2	6	1	2	1	1	1	2	1	2	2	1	2	4
1325	1	14	3	2	2	33	2	6263	6286	6286	6489	6564	6587	1	2	50	29	2	6	1	2	1	1	1	2	1	2	2	1	1	1
1326	1	14	4	1	2	44	2	4485	4548	4848	5109	5184	5547	1	1	63	40	3	6	1	2	1	1	1	2	1	2	2	1	1	7
1327	1	14	2	2	1	46	2	1655	1669	1669	2945	2945	2959	3	1	53	31	3	1	2	1	1	2	2	2	2	1	2	2	2	4
1328	1	14	1	2	1	80	2	1948	2102	2102	4123	4123	4277	3	1	56	33	3	2	2	1	1	2	2	2	2	1	2	2	2	7
1329	1	14	4	1	2	35	2	6452	6447	6517	8837	9144	9199	3	1	60	33	5	2	2	1	2	2	2	2	2	1	2	2	2	4
1330	1	14	2	2	1	72	2	3083	3078	3078	7024	7252	7247	3	1	60	40	3	3	2	1	1	2	2	2	2	2	2	2	2	6
1331	1	14	2	1	1	38	2	2760	2934	3334	6091	6559	6733	3	1	50	30	3	3	1	2	1	2	2	2	2	2	2	2	2	5
1332	1	14	1	2	1	72	2	1736	2309	2309	2007	2319	2892	3	1	50	32	3	3	2	1	2	2	2	2	2	2	2	2	2	7
1333	1	14	2	2	1	49	2	3626	3660	3710	5736	5781	5815	3	1	69	54	4	2	2	1	1	1	2	2	2	2	2	1	2	5
1334	1	14	2	2	1	42	2	2819	2831	4441	6708	6708	6979	1	4	54	36	3	2	2	1	2	2	2	2	2	2	2	2	2	6
1335	1	14	1	2	1	67	2	939	987	1487	2532	2535	2922	3	1	35	23	3	3	2	1	1	2	2	2	2	2	2	2	2	5
1336	1	14	3	2	2	49	1	5073	4753	4753	5837	6964	6644	1	1	63	47	3	2	1	2	1	1	2	2	2	2	2	1	2	6
1337	1	14	4	1	2	62	2	13926	13926	13926	12222	12272	13872	1	1	64	45	3	2	1	2	1	1	2	2	2	2	2	1	2	7
1338	1	14	3	1	1	77	2	2864	3019	3019	3146	3146	3301	1	2	52	38	3	3	1	2	1	1	2	2	2	2	2	1	2	7
1339	1	14	3	1	1	43	2	3704	4427	4427	2684	2684	3407	1	2	31	16	1	5	1	2	1	1	1	2	1	2	2	1	2	5
1340	1	14	3	1	1	33	2	6413	6413	6413	4173	4173	4173	1	2	49	30	2	5	1	2	1	1	1	2	1	2	2	1	2	5
1341	1	14	4	2	3	49	2	10182	10182	10212	6960	7470	7470	1	2	66	49	3	5	1	2	1	1	1	2	1	2	2	1	1	6
1342	1	14	2	2	2	21	2	5308	5308	5308	12335	12335	12335	1	2	63	50	3	5	1	2	1	1	1	2	1	2	2	1	2	8
1343	1	14	4	2	2	44	2	6655	6775	6775	10486	10486	10907	1	2	50	30	2	5	1	2	1	1	1	2	1	2	2	1	1	4
1344	1	14	2	1	1	41	2	1727	1971	1971	3056	3056	3300	1	1	48	28	2	5	1	2	1	1	1	2	1	2	2	1	1	5
1345	1	14	3	1	1	24	2	3020	3056	3056	3261	3401	3436	1	2	50	30	2	5	1	2	1	1	1	2	1	2	2	1	1	6
1346	1	14	3	1	1	74	2	2842	3065	3065	2816	2816	3038	1	2	63	50	3	5	1	2	1	1	1	2	1	2	2	1	2	6
1347	1	14	3	1	1	23	2	4433	4591	4591	6049	6218	6446	1	2	51	28	2	5	1	2	1	1	1	2	1	2	2	1	2	5
1348	1	14	4	1	1	32	2	5860	6485	6485	3626	3626	4251	1	2	53	28	2	5	1	2	1	1	1	2	1	2	2	1	1	7
1349	1	14	1	2	1	66	2	1672	1672	1672	3027	3027	3027	1	2	48	31	2	3	1	2	1	1	2	1	1	2	2	1	2	5
1350	1	14	2	2	1	53	2	2848	3798	3798	5007	5007	5957	1	2	36	28	2	3	1	2	1	1	2	1	1	2	2	1	2	6
1351	1	14	1	2	1	52	2	1420	1585	1585	3039	3039	3204	1	2	36	28	2	3	1	2	1	1	2	1	1	2	2	1	2	4
1352	1	14	2	2	1	66	2	3889	4617	4617	11060	11120	11848	1	1	37	28	2	3	1	2	1	1	2	1	1	2	2	1	1	1
